Tiempo (µs)
795750
812195
828741
845545
861929
878188
894629
911672
928173
945355
961262
978219
995254
1012158
27895
44967
60817
77548
97749
113920
130995
148026
164970
182015
198806
214705
230388
246304
262321
278669
