Tiempo (µs)
4558830
5035125
6123699
7198188
7399615
7755704
8256325
7534364
7725021
7901406
7951673
8159818
7418425
7958639
8155983
7820596
8126341
7599704
8184184
7813362
8422409
7618512
7945024
8484926
7624113
9020198
11324893
10608984
10784635
10399195
