Tiempo (µs)
871845
879488
886474
893914
903381
910170
915098
921271
925216
929289
933840
937990
942841
946578
950691
955025
959183
963132
967945
971972
975693
979424
983203
986697
991364
995021
998409
1001359
4286
7126
