Tiempo (µs)
430201
436462
442000
445648
449169
452815
455588
458609
461822
465286
480289
483718
487286
490746
493958
496931
499718
502686
505186
507796
510348
513688
517371
519940
522381
525316
528410
533400
535707
538269
