Tiempo (µs)
435465441
369847957
414144861
396542495
372754529
349774583
414640507
402156620
394276012
379506498
387198580
358510880
352559707
369203418
427806789
421856575
464995056
496871456
531628431
517889410
514899422
637646443
461150021
420460663
436264148
526223111
642883811
397649620
349062722
366433161
