Tiempo (µs)
840546
1317278
838855
1308330
811602
1366342
867208
1387174
911989
1457674
979628
1489598
1006037
506166
1030043
538006
1036405
550928
1073951
588464
1094911
564803
1056880
541358
1080271
602580
1124032
637043
1143281
641839
