Tiempo (µs)
494676
527866
558334
588855
617476
646091
676224
708750
738060
767513
797436
827548
867088
897439
927779
957874
986512
1016693
47906
77071
107086
136395
166315
197187
226065
257677
287678
316470
346543
376881
