Tiempo (µs)
2972706
3156120
2418478
2650155
2814589
3100859
2271722
3191981
2844943
3778088
3833091
4386981
3539198
4190595
2961556
3522395
2911601
3525716
2974965
3525304
3262956
3087508
3599911
3211929
2729252
3864976
3667331
4002164
2568170
4009073
