Tiempo (µs)
84425
98140
109339
119126
128808
138721
148607
158576
167134
177690
187271
195670
203960
212191
220195
228486
236574
244695
252833
260798
269007
276967
285347
293470
302050
310182
318507
326613
334667
342671
