Tiempo (µs)
2288728
1832100
2415241
1989220
2971172
3056269
2058788
2115332
2170974
2088360
2013020
2008981
2121179
2089160
2145136
2292385
2193865
2177800
2193222
2197995
2162380
2090726
1989044
2922856
2933870
2868053
2771130
2615838
2626968
2558768
