Tiempo (µs)
1232204
1008339
787844
1550623
1470884
1357859
1239391
1164502
989529
1798007
1647069
1553836
1394143
1248443
1091909
870049
1690994
1524738
1332539
1145728
929929
1729033
1518540
1331826
1163099
1043281
843655
1783399
1838818
1879030
