Tiempo (µs)
4752977
5171474
4531231
4850014
7078733
7023910
7003569
7011848
6651970
7192952
6688321
7208941
6965852
7545834
7304879
7349178
7247365
6494773
7293623
6959273
7814160
7489528
7351606
7323007
7799124
8074909
7191023
7189072
7123684
7498573
