Tiempo (µs)
833912
904750
977111
1046362
115729
186072
255398
323723
394687
462625
534878
604649
674748
744918
814256
885418
955042
1027796
95499
165265
235917
305240
375498
443083
514831
585882
655725
725321
794387
861575
