Tiempo (µs)
87286
105898
122958
137466
152551
167542
181905
195932
210565
224624
238994
253248
267582
281920
296339
310323
324481
338460
352490
366413
380651
394925
409241
423371
437803
452146
466737
481267
495659
510193
