Tiempo (µs)
1854750
1985276
2130698
1244042
1369884
1517208
1757183
1890768
2025746
1113679
1211790
1344470
1483724
1815816
2122320
1461572
1947795
2442941
1897185
2220622
1546523
1811661
2117945
1493006
1849912
2223473
1588432
1939329
2406026
1764499
