Tiempo (µs)
843184
849102
854568
860811
865745
869556
873029
877568
882193
887343
892206
896189
900384
903554
906976
910544
914023
917423
920218
923242
926006
928759
931663
934965
937902
940712
943522
946565
949575
952792
