Tiempo (µs)
14038798
14023024
13852540
14968519
15856254
15466616
15357740
14767379
14787978
15185492
16148387
14663566
14890118
16269836
15285343
15266935
15561865
16145465
15536004
15527259
16284933
15406362
15610472
15471905
15749693
15418944
15567619
16123210
15690054
17306165
