Tiempo (µs)
660724
697082
729589
760641
791291
822197
853968
885678
916795
947102
978741
1010154
41129
72170
103181
134050
164335
194998
225445
256826
287862
318884
350106
381953
412944
443420
473634
505258
537163
568425
