Tiempo (µs)
434001
467529
496937
524014
548421
570812
596088
620415
643944
668476
692721
716715
740393
764145
787818
811458
836962
861287
885344
909614
938518
962980
986591
1010108
34179
58175
82377
106693
130888
156180
