Tiempo (µs)
1390080
937929
1524581
1135130
694261
1407695
1009586
798488
1404837
1028441
670221
1245368
870197
1514108
1046744
652297
1277258
835822
1465605
1138012
835407
1508495
1192763
884247
1496303
1127191
931612
1826340
1642713
1487194
