Tiempo (µs)
380072
403004
426683
448701
470466
493831
516611
538831
561963
585300
607602
628711
650115
671407
695513
717278
738480
759744
780973
803416
826160
848500
869969
891278
914189
936898
959421
980734
1002399
25482
