Tiempo (µs)
8038247
7405490
8027745
10198263
9893124
10985678
11137191
11752943
11719313
11272385
9934977
10847675
10857505
11231612
9352830
9520732
9709158
9658797
9719380
10052337
9161959
10404120
10454190
10221440
9754450
9806949
10069399
9556291
9929259
9961066
