Tiempo (µs)
209107712
224531578
241350850
206558522
209622832
232900793
253156998
229737807
230736126
225465970
253070740
233325987
200852180
196977212
186435267
192707239
203090556
193620789
182920733
184336139
200058847
203319518
187072034
202250526
207845036
217937231
217774134
207527390
219403864
188990883
