Tiempo (µs)
165269
170159
174633
177624
180217
182703
185812
188776
192145
195146
197764
200102
202356
204837
207709
210058
212369
215207
218186
221559
224384
227113
229646
232118
234906
237994
240787
244163
246689
249318
