Tiempo (µs)
1501893
1086714
676447
1275593
879369
1467512
1094676
668615
1276021
891063
1499469
1106535
668721
1222014
773836
1349122
955638
1558318
1175766
791375
1393799
1002242
586644
1177953
780666
1389360
984687
1581684
1211810
845126
