Tiempo (µs)
504912
516726
526600
534257
541147
547144
553024
559205
565790
571889
577850
583605
589027
595021
600682
606146
611779
617263
622792
628295
634055
639511
644640
649821
655337
661106
666876
672608
678189
683318
