Tiempo (µs)
50493
70884
87853
103635
117676
130581
144190
157277
168538
179799
191275
203531
215360
226371
237326
247891
258310
269054
279672
290747
301458
312158
322822
333511
344016
355497
366318
377019
387698
398442
