Tiempo (µs)
755595
765558
777572
787504
798615
808899
819578
829318
839427
849360
862346
874819
886951
896212
905482
914566
926731
937248
946366
956618
967866
976832
986192
997890
1007231
16608
27812
37064
48048
57437
