Tiempo (µs)
720802
1121202
519945
919204
1327380
737064
1157372
596354
1119529
610414
1046678
476836
906046
1341030
764310
1193325
613004
1060934
509525
954344
1400032
841435
1255706
664809
1073666
548367
1008627
445483
886275
1333912
