Tiempo (µs)
149534187
156109688
152914602
152961977
145170492
154948070
165289727
157922074
152988166
153861266
147483346
157693382
147376091
154355391
153719795
148636480
140318298
141931719
143351990
144627407
140207228
142868888
140127418
141762892
141451993
140882240
140189471
140033345
139792092
140893880
