Tiempo (µs)
21583257
22101827
21527475
22798486
22251749
22038242
20614359
21716992
22189541
21434827
21833262
22241543
21752909
21899420
22135216
21296737
22105115
22048017
21939482
22544209
21767854
21948651
23034450
21622553
22594797
22589174
22703121
22132355
21542728
22422863
