Tiempo (µs)
543794
771183
993993
1223502
446529
666577
886216
1104721
331319
545379
768151
983170
1210266
427831
651648
874977
1108323
334550
568849
790173
1012761
235959
448627
671310
884754
1104731
324472
546542
770140
995736
