Tiempo (µs)
360720
368213
376052
383633
391526
399080
408268
416298
424290
432738
440726
448405
456088
463660
470936
478622
486087
494617
501987
510385
518149
526622
536666
548503
558513
566619
574379
581906
589257
596929
