Tiempo (µs)
1091737
549081
993726
437153
893969
1386116
977466
1612875
1216844
808385
1406488
1000460
614610
1228575
872382
1502216
1148283
792306
1429869
1070099
717136
1349574
986333
1630684
1255824
909643
1543660
1185180
824475
1472787
