Tiempo (µs)
560244
613934
664657
717213
768986
821863
874716
929491
981429
1033119
85937
138340
191748
244521
296150
348082
405090
456086
509626
560710
614044
667332
719081
773871
825307
878805
932163
985066
1038192
93238
