Tiempo (µs)
409549
420050
430120
440994
452614
465040
477270
488297
498677
508976
519450
529618
539797
550220
560897
571563
581921
592521
603217
613576
624426
634965
645690
656064
666678
677356
688151
699178
709922
720323
