Tiempo (µs)
541794
544969
547311
549763
552391
555420
557994
560480
563088
565917
568460
570866
573535
576288
578871
581971
584312
586577
588880
591287
594177
596548
598885
601198
603503
605792
609205
612194
615637
618863
