Tiempo (µs)
5533599
5207984
4869255
5598000
5517921
5356765
5140975
4812594
6183511
5360263
5260329
5004652
5088141
4967097
5731418
5572425
5633537
5693330
5773789
5838224
5894699
5929036
5947759
5840103
6008284
5008619
4981049
4977470
5221743
5793191
