Tiempo (µs)
251713
254599
257694
259778
261975
264303
266070
268555
271355
273774
275895
277812
279623
281455
283553
285519
287711
289946
292358
294037
295574
297180
298858
300729
302470
304377
306297
307933
309986
312316
