Tiempo (µs)
689334
694829
700233
705912
711527
716873
722169
727198
732399
737705
743448
748787
754538
760451
766717
772519
778312
783726
788845
794312
799387
804660
810494
816005
821377
826957
832268
837478
843133
848634
