Tiempo (µs)
1846079
1932356
1968945
2005969
1126222
1223287
1328472
1424977
1512393
1580741
1662411
1733410
1839960
1892854
1936055
1995677
2099667
1211460
1371197
1516152
1645313
1754040
1877927
2036630
1159179
1282802
1374863
1478848
1623782
1764150
