Tiempo (µs)
1420236
974981
1514793
1036311
565109
1102228
667385
1219684
797829
1363971
902441
1426638
962953
1511317
1047908
592133
1133039
671560
1210381
733879
1263714
795999
1323240
853598
1377779
900341
1424658
967662
1494277
1028043
