Tiempo (µs)
7851631
7707407
8020828
7463391
8483643
9963493
9416996
8614406
9073223
7914838
8614046
8332354
7694099
8050228
7011717
7669415
8146178
7368304
8531290
8228081
7820406
8270055
7712342
9818011
8991938
8387782
8102667
7368919
7739344
8188386
