Tiempo (µs)
690198
1055254
420424
777492
1136515
494184
855994
1272979
739339
1252645
735437
1234881
753090
1259278
761449
1254215
773591
1314383
800274
1301669
781650
1251310
750796
1242567
705958
1185813
660842
1134341
672621
1180667
