Tiempo (µs)
405374
433932
465057
496357
524904
554277
582407
614265
645514
676323
708249
736478
766231
796582
826541
855669
886255
914837
946017
976670
1005125
33675
63059
93726
125275
156338
184921
215673
246853
276757
