Tiempo (µs)
955733
958751
961641
964712
967592
970597
985137
988206
990905
993665
996176
998993
1809
4660
7531
10491
13339
16360
19476
22433
25442
28738
31996
36348
39175
42041
45653
48662
51718
54748
