Tiempo (µs)
680381
725590
775242
827806
876612
924805
973645
1022201
74790
123473
173282
224683
276369
328292
378930
428113
477476
525182
576522
627984
676318
725415
775980
824299
875812
925890
977572
1029038
77417
126650
