Tiempo (µs)
1181878
813808
1467809
998268
512561
989691
1498949
1054103
566762
1098290
610368
1107524
575598
1040513
534837
1096497
636899
1251755
750777
1243147
810145
1367520
1072736
551026
1011037
506719
1014426
534823
1078924
661573
