Tiempo (µs)
295668
311504
328416
345361
361594
377760
394382
410156
425759
441742
457503
473238
490162
506016
521656
537848
554824
571763
587351
603458
621048
637963
653634
669465
685563
701808
718862
735570
751660
767545
