Tiempo (µs)
66708
75971
87547
97177
106620
115841
127466
138280
148540
158879
168910
178911
188963
197978
207240
218146
227358
238324
248679
258858
268013
278514
287996
298466
308723
318808
328931
338465
348777
358910
