Tiempo (µs)
179416
201527
224021
246076
268202
290034
312443
334310
356359
378769
400886
423172
445120
467358
489354
511942
534211
556195
578456
600214
622526
644588
666949
689361
712003
733983
755799
778169
800333
823020
