Tiempo (µs)
2164211
1691513
2204131
1793213
2383770
1914497
2459038
1989825
2535599
2151679
1710251
2231996
1750293
2270879
1806955
2322336
1951595
2514673
2080531
1692295
2315696
1937166
2538468
2082686
1719556
2281253
1908437
2601439
2185770
1778795
