Tiempo (µs)
690249
696471
702633
708584
713886
719553
725446
730659
735908
741024
746181
751259
756676
762083
767663
773280
778514
784486
789666
795095
800191
806114
811157
816250
821463
826846
832221
837496
842858
848248
