Tiempo (µs)
41048315
41613272
41422499
41474460
42224658
41744996
42050717
40869006
41460592
44058865
40471702
41461974
41789450
41191243
42294022
40920422
41333295
41610419
41358365
41857641
42280190
40616870
41889212
41298776
41950853
40887548
42344752
41497295
41529125
41967402
