Tiempo (µs)
1764647
1659880
1529888
1418314
1359014
1237672
1135744
1029809
1050545
1188561
1145552
1090318
1054314
1000651
955808
1897847
1856259
1805766
1759488
1742334
1707487
1684494
1634971
1599232
1530454
1466423
1409000
1361545
1326370
1266730
