Tiempo (µs)
425363
595052
774041
946681
1121971
294478
470268
648986
818790
990232
1159546
336203
519502
699191
881871
1059976
234462
404068
572642
742568
913769
1083717
253871
425056
593391
771366
947650
1118828
288737
458329
