Tiempo (µs)
50883210
51887592
51616070
51637533
52893193
53803081
53869206
53693726
53806179
53632833
53756143
53830305
53677695
54213348
53351677
53857688
54364719
53967757
53562252
53926040
52787598
53954492
53208575
53857168
54143804
52852950
44502469
40481429
40427441
42372628
