Tiempo (µs)
228339
353065
481005
604697
728060
852041
974781
1094173
219998
343874
468932
595430
725346
853828
976955
1101572
220372
340199
459358
579808
705210
829669
950232
1073437
196073
321725
442065
566653
689590
811368
