Tiempo (µs)
523949
537733
552258
566118
580289
594012
607581
621510
635367
649884
663849
678006
691950
706005
719561
733686
747609
761614
775123
789216
802716
816963
830926
845237
858961
872767
886896
901255
915298
929156
